Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location
Suzuki,Mehran VXR,2009,12345,575000,Petrol,Karachi,Original,Local,Manual,Used,"Kacha Khuh, Khanewal"
Suzuki,Bolan,2005,50000,530000,Petrol,Karachi,Original,Imported,Manual,Used,"Kassowal, Chichawatni"
Honda,City IVTEC,2011,150000,2695000,Petrol,Lahore,Original,Local,Automatic,Used,"Allama Iqbal Town, Lahore"
Suzuki,Wagon R,2018,71000,2349000,Petrol,Islamabad,Original,Local,Manual,Used,"Lahore - Sheikhupura - Faisalabad Road, Faisalabad"
Suzuki,Bolan,2014,26271,1395000,Petrol,Islamabad,Original,Local,Manual,Used,"Abid Majeed Road, Rawalpindi"
Suzuki,Mehran VXR,2009,70000,725000,Petrol,Lahore,Original,Local,Manual,Used,"Marghzar Officers Colony, Lahore"
Toyota,Passo,2007,150000,1990000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Gulberg, Islamabad"
Honda,Civic Prosmetic,2008,100000,2200000,Petrol,Lahore,Original,Imported,Manual,Used,"G-8, Islamabad"
Daihatsu,Mira,2015,58000,2499000,Petrol,Sialkot,Original,Imported,Automatic,Used,"Sialkot, Punjab"
Toyota,Corolla GLI,2011,158000,2200000,Petrol,Lahore,Original,Local,Manual,Used,"High Court Road, Rawalpindi"
Toyota,Corolla XLI,2012,118625,2250000,Petrol,Karachi,Original,Local,Manual,Used,"Baloch Colony, Karachi"
Suzuki,Swift,2010,100000,1600000,Petrol,Lahore,Original,Local,Manual,Used,"Islamabad Highway, Islamabad"
Toyota,Corolla GLI,2012,86000,2200000,Petrol,Chiniot,Original,Local,Manual,Used,"Cantt, Sialkot"
Toyota,Corolla GLI,2018,43000,4000000,Petrol,Karachi,Original,Local,Manual,Used,"DHA Defence, Karachi"
Toyota,Passo,2006,18000,1680000,Petrol,Sindh,Original,Imported,Automatic,Used,"Others, Bannu"
FAW,X-PV,2017,170000,825000,Petrol,Lahore,Original,Local,Manual,Used,"Lahore - Sheikhupura - Faisalabad Road, Sheikhüpura"
Toyota,Passo,2011,123456,1840000,Petrol,Karachi,Original,Imported,Automatic,Used,"PAF, Peshawar"
Daihatsu,Cuore,2006,50000,620000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Mehran VXR,2010,83000,725000,Petrol,Gujranwala,Original,Imported,Manual,Used,"Kohlo Wala, Gujranwala"
Suzuki,Cultus VXR,2011,48000,1300000,Petrol,Faisalabad,Original,Local,Manual,Used,"New Depalpur City, Depalpur"
Daihatsu,Cuore,2012,131000,1180000,Petrol,Lahore,Original,Local,Manual,Used,"Habib Colony, Sheikhüpura"
Daihatsu,Cuore,2011,185000,1100000,Petrol,Lahore,Original,Imported,Manual,Used,"Gujranwala Bypass, Gujranwala"
Honda,City IDSI,2008,135000,1850000,Petrol,Lahore,Original,Local,Manual,Used,"Pak Arab Housing Society Phase 1, Lahore"
Toyota,Passo,2017,46900,3475000,Petrol,Karachi,Original,Imported,Automatic,Used,"North Nazimabad, Karachi"
Honda,City IVTEC,2019,34000,4060000,Petrol,Lahore,Original,Local,Automatic,Used,"Canal Garden, Lahore"
Honda,City Aspire,2014,80000,2775000,Petrol,Karachi,Original,Local,Automatic,Used,"Tariq Road, Karachi"
Toyota,Corolla XLI,2010,165000,2100000,Petrol,Lahore,Original,Local,Manual,Used,"Others, Multan"
Toyota,Corrolla Altis,2019,68000,4725000,Petrol,Islamabad,Original,Local,Automatic,Used,"Sabzazar, Lahore"
Suzuki,Mehran VXR,2015,72000,870000,Petrol,Lahore,Original,Local,Manual,Used,"Burewala Vehari Road, Burewala"
Honda,Civic Prosmetic,2014,150000,3700000,Petrol,Islamabad,Original,Local,Automatic,Used,"DHA Defence Phase 2, Islamabad"
Suzuki,Cultus VXR,2006,95999,750000,Petrol,Multan,Original,Imported,Manual,Used,"Others, Arifwala"
Suzuki,Wagon R,2016,99000,1850000,Petrol,Karachi,Original,Local,Manual,Used,"Martine Quarters East, Karachi"
Suzuki,Alto,2020,34000,2280000,Petrol,Lahore,Original,Local,Manual,Used,"Lahore Canal Bank Cooperative Housing Society, Lahore"
Honda,City IVTEC,2009,163000,2190000,Petrol,Lahore,Original,Local,Manual,Used,"Shalimar Housing Scheme, Lahore"
Honda,City IVTEC,2018,88000,3600000,Petrol,Karachi,Original,Imported,Manual,Used,"Airport Road, Bahawalpur"
Suzuki,Bolan,2010,60000,850000,Petrol,Lahore,Original,Imported,Manual,Used,"Liaquatabad, Multan"
Honda,City IVTEC,2017,53000,3200000,Petrol,Lahore,Original,Local,Manual,Used,"Jaranwala, Faisalabad"
Honda,City IVTEC,2018,125000,3750000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Morgah, Rawalpindi"
KIA,Picanto,2022,19000,3550000,Petrol,Islamabad,Original,Local,Automatic,Used,"F-10 Markaz, Islamabad"
Daihatsu,Terios Kid,2010,150000,2025000,Petrol,Karachi,Original,Imported,Automatic,Used,"PECHS, Karachi"
Honda,City IVTEC,2010,120000,2200000,Petrol,Lahore,Original,Local,Manual,Used,"Vehari Road, Multan"
Suzuki,Bolan,2020,30000,1600000,Petrol,Multan,Original,Local,Manual,Used,"Larr, Multan"
Suzuki,Wagon R,2022,55000,2775000,Petrol,Islamabad,Original,Imported,Manual,Used,"Bahria Town, Islamabad"
Hyundai,Santro,2003,200000,885000,Petrol,Lahore,Original,Imported,Manual,Used,"Wah, Punjab"
Suzuki,Swift,2018,82000,2200000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Mehran VXR,2004,90000,570000,Petrol,Karachi,Original,Local,Manual,Used,"Maskan Chowrangi, Karachi"
Toyota,Passo,2015,140000,2100000,Petrol,Karachi,Original,Imported,Automatic,Used,"DHA Phase 1, Karachi"
Daihatsu,Hijet,2014,90000,1400000,Petrol,Sindh,Original,Imported,Automatic,Used,"DHA Phase 6, Karachi"
Suzuki,Bolan,2021,35080,1675000,Petrol,Lahore,Original,Local,Manual,Used,"Saddar, Lahore"
Daihatsu,Cuore,2008,123456,760000,Petrol,Karachi,Original,Local,Manual,Used,"Orangi Town, Karachi"
Suzuki,Mehran VXR,2003,91000,370000,Petrol,Karachi,Original,Local,Manual,Used,"Federal B Area, Karachi"
Suzuki,Swift,2019,65000,3200000,Petrol,Islamabad,Original,Local,Automatic,Used,"Railway Scheme 7, Rawalpindi"
Honda,City IVTEC,2015,192000,2650000,Petrol,Lahore,Original,Local,Manual,Used,"Peoples Colony, Gujranwala"
Toyota,Altis Grande,2014,98000,3450000,Petrol,Lahore,Original,Imported,Automatic,Used,"Airport Housing Society, Rawalpindi"
Honda,City Aspire,2018,185000,3500000,Petrol,Lahore,Original,Local,Manual,Used,"Basti Amin Pura, Raiwind"
Daihatsu,Cuore,2004,75000,700000,Petrol,Karachi,Original,Imported,Manual,Used,"Gulzar-E-Hijri, Karachi"
Hyundai,Santro,2004,200000,850000,Petrol,Sindh,Original,Imported,Manual,Used,"Woodland Gardens, Burewala"
Honda,Civic Oriel,2018,60000,4950000,Petrol,Lahore,Original,Local,Automatic,Used,"Federal B Area, Karachi"
Honda,City IVTEC,2023,17000,4625000,Petrol,Lahore,Original,Local,Automatic,Used,"Khayaban-e-Amin, Lahore"
Daihatsu,Mira,2008,99000,1590000,Petrol,Karachi,Original,Imported,Automatic,Used,"Airport, Karachi"
Toyota,Corolla XLI,2013,12345,2550000,Petrol,Lahore,Original,Local,Manual,Used,"Umair Town, Faisalabad"
Toyota,Corolla XLI,2016,191000,2650000,Petrol,Lahore,Original,Local,Manual,Used,"Kemari Town, Karachi"
Daihatsu,Cuore,2007,120640,450000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town, Lahore"
Honda,Civic Prosmetic,2002,110000,1390000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Honda,City Aspire,2018,99800,3540000,Petrol,Lahore,Original,Local,Automatic,Used,"Madina Town, Faisalabad"
Toyota,Corolla XLI,2011,12345,2250000,Petrol,Lahore,Original,Imported,Manual,Used,"Shahdara, Lahore"
Hyundai,Santro,2007,140000,985000,Petrol,Lahore,Original,Local,Manual,Used,"Shah Jamal, Lahore"
Daihatsu,Mira,2012,99000,1730000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
KIA,Picanto,2020,100000,2500000,Petrol,Lahore,Original,Imported,Manual,Used,"Defence Road, Lahore"
Hyundai,Santro,2008,200314,1150000,Petrol,Islamabad,Original,Imported,Manual,Used,"Nishatabad, Faisalabad"
Honda,City IVTEC,2022,16000,4000000,Petrol,Unregistered,Original,Local,Manual,Used,"Wapda Colony, Multan"
Mitsubishi,Minicab Bravo,2012,130000,1400000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Gulraiz Housing Scheme, Rawalpindi"
Honda,City IVTEC,2008,150000,2165000,Petrol,Lahore,Original,Local,Automatic,Used,"Rawal Road, Rawalpindi"
Mitsubishi,Ek Wagon,2007,149000,1530000,Petrol,Lahore,Original,Imported,Automatic,Used,"Architects Engineers Society - Block F, Lahore"
Mitsubishi,Minicab Bravo,2008,12345,975000,Petrol,Karachi,Original,Imported,Automatic,Used,"Clifton - Block 2, Karachi"
Toyota,Yaris,2021,25500,3850000,Petrol,Karachi,Original,Local,Automatic,Used,"Tariq Road, Karachi"
Toyota,Corolla GLI,2013,115000,2300000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Alto,2019,44000,2050000,Petrol,Karachi,Original,Local,Manual,Used,"Mominabad, Karachi"
Suzuki,Wagon R,2019,96000,2300000,Petrol,Lahore,Original,Local,Manual,Used,"Lahore - Kasur Road, Kasur"
Toyota,Corolla XLI,2008,123456,1600000,Petrol,Lahore,Original,Local,Manual,Used,"Cantt, Jhelum"
Suzuki,Wagon R,2019,58500,2350000,Petrol,Lahore,Original,Local,Manual,Used,"Township - Sector B1, Lahore"
Toyota,Passo,2012,82000,2350000,Petrol,Karachi,Original,Imported,Automatic,Used,"Shah Faisal Town, Karachi"
Honda,Civic Prosmetic,2011,180000,2350000,Petrol,Lahore,Original,Imported,Manual,Used,"Al Hafeez Gardens, Lahore"
Hyundai,Santro,2003,182000,825000,Petrol,Sindh,Original,Local,Manual,Used,"9th Avenue, Islamabad"
Hyundai,Santro,2008,216000,1100000,Petrol,Lahore,Original,Local,Manual,Used,"Jhang Gojra Road, Gojra"
Hyundai,Santro,2002,12345,650000,Petrol,Multan,Original,Imported,Manual,Used,"Jahaz Ground, Sahiwal"
Daihatsu,Cuore,2009,50000,1075000,Petrol,Islamabad,Original,Local,Manual,Used,"Shahabpura Road, Sialkot"
Toyota,Corolla XLI,2006,200000,1675000,Petrol,Islamabad,Duplicate,Local,Automatic,Used,"F-11, Islamabad"
Honda,City IVTEC,2019,58000,3500000,Petrol,Lahore,Original,Local,Manual,Used,"Valencia Town, Lahore"
KIA,Classic,2001,200000,490000,Petrol,Islamabad,Original,Local,Manual,Used,"Bahria Town Phase 8, Rawalpindi"
Daihatsu,Cuore,2007,100000,635000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Hyundai,Santro,2008,12345,1200000,Petrol,Lahore,Original,Imported,Manual,Used,"Model Town, Lahore"
Toyota,Passo,2006,112000,1780000,Petrol,Karachi,Original,Imported,Automatic,Used,"Soan Garden, Islamabad"
Toyota,Yaris,2021,110000,3650000,Petrol,Lahore,Original,Local,Manual,Used,"Paragon City - Grove Block, Lahore"
Daihatsu,Cuore,2008,3000,850000,Petrol,Karachi,Original,Imported,Manual,Used,"Mumtazabad, Multan"
Suzuki,Cultus VXR,2008,90000,990000,Petrol,Lahore,Original,Local,Manual,Used,"Shalimar Link Road, Lahore"
Suzuki,Cultus VXR,2021,36000,3015000,Petrol,Lahore,Original,Local,Manual,Used,"Fazaia Housing Scheme Phase 1, Lahore"
Suzuki,Wagon R,2014,125000,1600000,Petrol,Karachi,Original,Local,Manual,Used,"Jamshed Road, Karachi"
Daihatsu,Cuore,2009,238000,1000000,Petrol,Lahore,Original,Local,Manual,Used,"I-9, Islamabad"
Suzuki,Mehran VXR,2013,55000,715000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar, Karachi"
Toyota,Corrolla Altis,2015,99214,4000000,Petrol,Islamabad,Original,Local,Automatic,Used,"Jada, Jhelum"
KIA,Spectra,2002,12345,750000,Petrol,Lahore,Original,Imported,Manual,Used,"Saddar, Lahore"
Toyota,Corolla GLI,2015,59000,3450000,Petrol,Karachi,Original,Local,Automatic,Used,"DHA Phase 8, Karachi"
Toyota,Altis Grande,2015,84000,3690000,Petrol,Karachi,Original,Local,Automatic,Used,"Valencia Town, Lahore"
Mitsubishi,Ek Wagon,2013,100000,2250000,Petrol,Lahore,Original,Imported,Automatic,Used,"Multan, Punjab"
Suzuki,Wagon R,2018,110530,1940000,Petrol,Lahore,Original,Local,Manual,Used,"Bahria Town - Sector C, Lahore"
Daihatsu,Move,2017,160000,2150000,Petrol,Lahore,Original,Imported,Automatic,Used,"Gulshan Town, Gujranwala"
Honda,City IDSI,2005,12345,1600000,Petrol,Lahore,Original,Local,Manual,Used,"Gulistan Colony, Rawalpindi"
Daihatsu,Cuore,2008,70000,1100000,Petrol,Karachi,Original,Imported,Automatic,Used,"Clifton, Karachi"
Honda,City IVTEC,2011,138000,2500000,Petrol,Lahore,Original,Local,Manual,Used,"Sargodha, Punjab"
Changan,Alsvin,2021,22750,3900000,Petrol,Punjab,Original,Local,Automatic,Used,"204 Chak Road, Faisalabad"
Hyundai,Santro,2003,1234,695000,Petrol,Sindh,Original,Imported,Manual,Used,"Katlung Road, Mardan"
Suzuki,Alto,2021,52000,2320000,Petrol,Sindh,Original,Local,Manual,Used,"Scheme 33, Karachi"
Honda,City IDSI,2005,105000,1270000,Petrol,Karachi,Original,Local,Manual,Used,"DHA Phase 8, Karachi"
Suzuki,Ravi,2015,12345,930000,Petrol,Rawalpindi,Original,Local,Manual,Used,"I-10, Islamabad"
Suzuki,Bolan,2002,186000,450000,Petrol,Karachi,Original,Local,Manual,Used,"North Karachi, Karachi"
Suzuki,Alto,2008,250000,750000,Petrol,Sindh,Original,Local,Manual,Used,"Tulsa Road, Rawalpindi"
Toyota,Corolla GLI,2012,151000,2710000,Petrol,Lahore,Original,Local,Manual,Used,"Bhimber Road, Gujrat"
Honda,Civic Oriel,2002,100000,1265000,Petrol,Sindh,Original,Local,Manual,Used,"Airport Housing Society, Rawalpindi"
Toyota,Corolla XLI,2009,164000,2050000,Petrol,Karachi,Original,Local,Manual,Used,"Mansehra, Khyber Pakhtunkhwa"
Honda,City Aspire,2014,96000,2950000,Petrol,Karachi,Original,Local,Automatic,Used,"Nazimabad 3, Karachi"
Suzuki,Swift,2015,102000,2425000,Petrol,Lahore,Original,Local,Automatic,Used,"Sultan Pura, Lahore"
Daihatsu,Mira,2018,65000,2600000,Petrol,Karachi,Original,Local,Automatic,Used,"University Road, Karachi"
Hyundai,Santro,2005,9900,900000,Petrol,Lahore,Original,Imported,Manual,Used,"Gulfishan Town, Lahore"
Suzuki,Alto,2010,128000,1200000,Petrol,Bahawalpur,Original,Local,Manual,Used,"DC Chowk, Bahawalpur"
Hyundai,Santro,2004,109200,800000,Petrol,Rahimyar Khan,Original,Local,Manual,Used,"Abbasia Town, Rahimyar Khan"
Toyota,Yaris,2021,40000,4075000,Petrol,Karachi,Original,Local,Automatic,Used,"North Nazimabad - Block L, Karachi"
Honda,City IVTEC,2017,95000,3300000,Petrol,Lahore,Original,Local,Manual,Used,"D Ground, Faisalabad"
KIA,Picanto,2023,1300,3280000,Petrol,Unregistered,Original,Local,Manual,Used,"Tando Jam, Hyderabad"
Suzuki,Ravi,2015,6058,1100000,Petrol,Islamabad,Original,Local,Manual,Used,"Bahria Town Phase 7, Rawalpindi"
Suzuki,Wagon R,2019,97000,2050000,Petrol,Lahore,Original,Local,Manual,Used,"Peer Colony, Lahore"
FAW,X-PV,2014,111111,1050000,Petrol,Lahore,Original,Local,Manual,Used,"Sharaqpur Sharif, Sheikhüpura"
Suzuki,Wagon R,2017,57200,2120000,Petrol,Karachi,Original,Local,Manual,Used,"North Nazimabad - Block A, Karachi"
Hyundai,Santro,2003,91000,815000,Petrol,Lahore,Original,Imported,Manual,Used,"Johar Town Phase 1, Lahore"
Honda,City Aspire,2019,6000,4500000,Petrol,Karachi,Original,Local,Automatic,Used,"Scheme 33, Karachi"
Honda,Civic Prosmetic,2010,140000,2150000,Petrol,Lahore,Original,Imported,Automatic,Used,"Kalyana, Karachi"
Hyundai,Santro,2001,150000,950000,Petrol,Lahore,Original,Imported,Automatic,Used,"Lahore Garden Housing Scheme, Lahore"
Hyundai,Santro,2002,55555,820000,Petrol,Lahore,Original,Imported,Manual,Used,"Shalley Valley, Rawalpindi"
Hyundai,Santro,2001,150000,715000,Petrol,Lahore,Original,Imported,Manual,Used,"Shanghai Road, Lahore"
Toyota,Corrolla Altis,2009,100000,2600000,Petrol,Islamabad,Original,Imported,Automatic,Used,"I-10, Islamabad"
Suzuki,Wagon R,2019,74000,1990000,Petrol,Lahore,Original,Local,Manual,Used,"Kahna Nau Market, Lahore"
Honda,City IVTEC,2009,85000,2275000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town, Lahore"
Suzuki,Alto,2019,55000,2230000,Petrol,Lahore,Original,Local,Manual,Used,"Cavalry Ground, Lahore"
Changan,Karvaan,2020,46000,1950000,Petrol,Karachi,Original,Imported,Manual,Used,"Others, Karachi"
Toyota,Passo,2006,112000,1780000,Petrol,Karachi,Original,Imported,Automatic,Used,"Soan Garden, Islamabad"
Suzuki,Mehran VXR,2017,75000,1125000,Petrol,Lahore,Original,Local,Manual,Used,"Okara Road, Okara"
Honda,City Vario,2004,123456,1350000,Petrol,Karachi,Original,Local,Automatic,Used,"Johar Town, Lahore"
Daihatsu,Cuore,2012,100000,1150000,Petrol,Multan,Original,Imported,Manual,Used,"Phalia Mandi Bahauddin Road, Mandi Bahauddin"
Suzuki,Cultus VXR,2003,8800,650000,Petrol,Lahore,Original,Local,Manual,Used,"Mughalpura, Lahore"
Toyota,Passo,2010,120000,2200000,Petrol,Karachi,Original,Imported,Automatic,Used,"North Nazimabad, Karachi"
FAW,V2,2017,167000,1300000,Petrol,Karachi,Original,Local,Manual,Used,"Ahsanabad, Karachi"
Honda,City IVTEC,2021,33000,4375000,Petrol,Lahore,Original,Local,Automatic,Used,"Peco Road, Lahore"
Suzuki,Bolan,2016,99000,1090000,Petrol,Lahore,Original,Local,Manual,Used,"GT Road, Wazirabad"
KIA,Picanto,2020,38000,2525000,Petrol,Karachi,Original,Local,Automatic,Used,"North Nazimabad, Karachi"
Honda,Civic Prosmetic,2003,225000,1550000,Petrol,Lahore,Original,Local,Automatic,Used,"Fateh Garh, Lahore"
Suzuki,Alto,2021,60000,2800000,Petrol,Islamabad,Original,Imported,Manual,Used,"Chakri Road, Rawalpindi"
Suzuki,Mehran VXR,2014,101000,970000,Petrol,Lahore,Original,Local,Manual,Used,"Lake City, Lahore"
Suzuki,Swift,2014,40000,1895000,Petrol,Karachi,Original,Local,Manual,Used,"DHA Defence, Karachi"
Suzuki,Mehran VXR,2008,123456,599000,Petrol,Rahimyar Khan,Original,Local,Manual,Used,"Tariq Abad, Gujranwala"
Honda,City Aspire,2016,47000,2000000,Petrol,Lahore,Original,Local,Manual,Used,"Cantt, Lahore"
Toyota,Passo,2014,74000,2500000,Petrol,Karachi,Original,Imported,Automatic,Used,"Pechs I, Karachi"
Hyundai,Santro,2002,15000,830000,Petrol,Lahore,Original,Local,Manual,Used,"Wapda Town, Faisalabad"
Honda,City IVTEC,2018,51000,3800000,Petrol,Lahore,Original,Imported,Automatic,Used,"Ghang Road, Sheikhüpura"
Hyundai,Santro,2007,51000,1092000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal Town, Karachi"
Honda,Civic Oriel,2017,63500,4800000,Petrol,Lahore,Original,Local,Automatic,Used,"Mirpur Mathelo, Ghotki"
Suzuki,Cultus VXR,2005,100000,590000,Petrol,Karachi,Original,Imported,Manual,Used,"Latifabad Unit 8, Hyderabad"
Daihatsu,Cuore,2008,112000,1225000,Petrol,Lahore,Original,Local,Automatic,Used,"Mujahid Road, Sialkot"
Honda,City Vario,2008,238000,1650000,Petrol,Karachi,Original,Local,Automatic,Used,"DC Office Road, Layyah"
Daihatsu,Mira,2011,118360,2490000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Rehmanabad, Rawalpindi"
Honda,Civic Prosmetic,2015,150000,2975000,Petrol,Sindh,Original,Local,Automatic,Used,"Model Town A, Bahawalpur"
Honda,Civic Prosmetic,2004,136000,1400000,Petrol,Karachi,Original,Local,Automatic,Used,"Gawalmandi, Lahore"
Daihatsu,Cuore,2004,133456,680000,Petrol,Karachi,Original,Imported,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Honda,City Aspire,2019,91000,3950000,Petrol,Lahore,Original,Local,Automatic,Used,"Allama Iqbal Town, Lahore"
Honda,City IVTEC,2016,159000,2750000,Petrol,Lahore,Original,Local,Manual,Used,"Allama Iqbal Town, Lahore"
Suzuki,Wagon R,2018,108000,1925000,Petrol,Lahore,Original,Imported,Manual,Used,"Al-Raheem Garden, Lahore"
Honda,Civic Prosmetic,2011,148500,2550000,Petrol,Islamabad,Original,Local,Automatic,Used,"Bahria Town - Sector B, Lahore"
Suzuki,Ravi,2010,100000,460000,Petrol,Karachi,Original,Local,Manual,Used,"Surjani Town, Karachi"
Honda,City IDSI,2008,100000,1750000,Petrol,Lahore,Original,Imported,Manual,Used,"Begum Kot, Lahore"
Suzuki,Mehran VXR,2014,123000,950000,Petrol,Lahore,Original,Local,Manual,Used,"Nasheman-e-Iqbal Phase 2, Lahore"
Mitsubishi,Lancer,2006,148000,1320000,Petrol,Sindh,Original,Imported,Automatic,Used,"Gulistan-e-Jauhar Block 17, Karachi"
Honda,City IDSI,2002,250000,945000,Petrol,Lahore,Original,Local,Manual,Used,"Civil Quarters Road, Sheikhüpura"
KIA,Picanto,2021,52000,2600000,Petrol,Punjab,Original,Local,Manual,Used,"Multan Road, Lahore"
Daihatsu,Cuore,2007,87000,1230000,Petrol,Lahore,Original,Local,Automatic,Used,"Bahria Town Main Boulevard, Lahore"
Suzuki,Mehran VXR,2016,50000,1150000,Petrol,Bahawalpur,Original,Local,Manual,Used,"Sahiwal - Faisalabad Road, Sahiwal"
Suzuki,Alto,2015,150000,2200000,Petrol,Karachi,Original,Imported,Automatic,Used,"Muzaffarabad Colony, Karachi"
Suzuki,Swift,2012,150000,1985000,Petrol,Rawalpindi,Original,Local,Manual,Used,"Cantt, Multan"
Daihatsu,Cuore,2005,90000,600000,Petrol,Karachi,Original,Imported,Manual,Used,"Malir Halt, Karachi"
Suzuki,Cultus VXR,2011,99000,1095000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Areesha, Karachi"
Honda,Civic Prosmetic,2006,123456,1720000,Petrol,Rawalpindi,Original,Imported,Automatic,Used,"Bostan Valley, Rawalpindi"
Honda,City Aspire,2019,82000,3725000,Petrol,Islamabad,Original,Local,Automatic,Used,"Bahria Town Phase 8, Rawalpindi"
Toyota,Corolla XLI,2007,69500,1380000,Petrol,Karachi,Original,Local,Manual,Used,"Airport Road, Karachi"
Daihatsu,Cuore,2007,12345,650000,Petrol,Karachi,Original,Local,Manual,Used,"Latifabad Unit 10, Hyderabad"
Daihatsu,Cuore,2011,136200,725000,Petrol,Karachi,Duplicate,Local,Manual,Used,"Jamshoro Road, Hyderabad"
Suzuki,Cultus VXR,2015,90000,1700000,Petrol,Islamabad,Original,Local,Manual,Used,"Islamabad Highway, Islamabad"
Daihatsu,Mira,2014,91000,2265000,Petrol,Karachi,Original,Imported,Automatic,Used,"DHA Phase 6, Karachi"
Daihatsu,Mira,2014,100000,2385000,Petrol,Karachi,Original,Imported,Automatic,Used,"University Road, Karachi"
Honda,Civic Prosmetic,2004,200000,1500000,Petrol,Lahore,Original,Local,Automatic,Used,"Cantt, Mardan"
Toyota,Corolla GLI,2011,190000,2250000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar Block 11, Karachi"
Toyota,Corrolla Altis,2009,225208,2150000,Petrol,Lahore,Original,Local,Manual,Used,"Asghar Town, Lala Musa"
Toyota,Corolla GLI,2012,169000,2270000,Petrol,Lahore,Original,Imported,Manual,Used,"DPS Road, Sahiwal"
Toyota,Corolla GLI,2003,100000,1685000,Petrol,Karachi,Original,Local,Automatic,Used,"Others, Karachi"
Suzuki,Swift,2019,80000,3050000,Petrol,Karachi,Original,Local,Automatic,Used,"Nasir Colony, Karachi"
Honda,City IVTEC,2017,94000,3350000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town, Lahore"
